"Cubo: Brazil Competitive 3MIS - PSA"
"Colunas: Medidas (Nível4 - Contagem),Grupo de idade,Gênero"
"Linhas: Segmento PSA,Modelo substituído,Modelo PSA (2008,208,3008,308,408,Aircross,C3,C4 Cactus,C4 Lounge)"
"Ipsos RDA Quality Connection - CONFIDENCIAL"
"14/01/2020 07:39:09"

"Segmento PSA";"Modelo substituído";"Modelo PSA";"Nível4 - Contagem,[em branco],[em branco]";"Nível4 - Contagem,[em branco],Mulher";"Nível4 - Contagem,[em branco],Homem";"Nível4 - Contagem,Menos de 20,Mulher";"Nível4 - Contagem,Menos de 20,Homem";"Nível4 - Contagem,20-24,Mulher";"Nível4 - Contagem,20-24,Homem";"Nível4 - Contagem,25-29,Mulher";"Nível4 - Contagem,25-29,Homem";"Nível4 - Contagem,30-34,[em branco]";"Nível4 - Contagem,30-34,Mulher";"Nível4 - Contagem,30-34,Homem";"Nível4 - Contagem,35-39,Mulher";"Nível4 - Contagem,35-39,Homem";"Nível4 - Contagem,40-44,Mulher";"Nível4 - Contagem,40-44,Homem";"Nível4 - Contagem,45-49,Mulher";"Nível4 - Contagem,45-49,Homem";"Nível4 - Contagem,50-54,[em branco]";"Nível4 - Contagem,50-54,Mulher";"Nível4 - Contagem,50-54,Homem";"Nível4 - Contagem,55-59,Mulher";"Nível4 - Contagem,55-59,Homem";"Nível4 - Contagem,60-64,[em branco]";"Nível4 - Contagem,60-64,Mulher";"Nível4 - Contagem,60-64,Homem";"Nível4 - Contagem,65-69,Mulher";"Nível4 - Contagem,65-69,Homem";"Nível4 - Contagem,70-74,Mulher";"Nível4 - Contagem,70-74,Homem";"Nível4 - Contagem,75-79,Mulher";"Nível4 - Contagem,75-79,Homem";"Nível4 - Contagem,80 e mais,Mulher";"Nível4 - Contagem,80 e mais,Homem";
"Segmento B Tout-terrain";"GOLF";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";23;"";73;"";101;"";10;"";"";35;"";"";"";"";8;"";92;"";"";"";"";"";56;
"Segmento B Tout-terrain";"GOLN";"2008";"";"";"";"";"";"";"";"";"";"";"";"";4;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"GRD_SIEN";"2008";"";"";"";"";"";"";"";"";"";"";"";"";29;44;9;"";"";35;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"GRD_SIEN";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8;"";"";9;"";"";"";"";16;"";47;17;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"GRD_SIEN";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";52;"";"";"";38;"";"";"";11;"";"";22;"";"";"";"";11;"";"";"";"";"";"";
"Segmento B Tout-terrain";"GRDSIENA";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"GRDSIENA";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";26;"";"";"";"";"";"";"";"";70;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"GVITARA";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";52;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HILUX";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";23;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HILUXSW4";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";55;"";62;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HILUXSW4";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HOGGAR";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HON_CRV";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";128;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HON_CRV";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";154;"";"";"";22;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HON_HRV";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;14;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HON_HRV";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";59;32;"";47;64;"";"";9;"";"";40;"";19;"";"";12;"";12;"";"";"";"";"";96;
"Segmento B Tout-terrain";"HON_WRV";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";46;
"Segmento B Tout-terrain";"HYU_HB20";"2008";"";"";"";"";"";"";"";"";"";"";61;155;128;281;50;179;81;266;"";140;78;72;178;"";11;127;"";34;"";40;"";"";16;"";
"Segmento B Tout-terrain";"HYU_HB20";"Aircross";"";"";"";"";"";"";"";"";"";"";"";33;63;79;86;170;49;19;"";17;"";"";60;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HYU_HB20";"C4 Cactus";"";"";"";"";"";8;"";44;102;"";45;178;230;191;47;6;138;197;"";"";58;98;39;"";121;29;"";"";"";"";"";"";50;"";
"Segmento B Tout-terrain";"HYU_I30";"2008";"";"";40;"";"";"";"";"";"";"";"";20;40;33;152;55;"";13;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HYU_I30";"Aircross";"";"";"";"";"";"";"";"";"";"";"";99;"";"";"";"";103;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HYU_I30";"C4 Cactus";"";"";"";"";"";"";"";52;68;"";"";9;"";27;"";25;"";"";"";"";"";"";"";"";"";27;"";42;"";"";"";"";"";"";
"Segmento B Tout-terrain";"HYU_IX35";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";77;"";"";"";"";8;40;136;"";"";29;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HYU_IX35";"Aircross";"";"";"";"";"";"";"";"";"";"";"";97;15;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HYU_IX35";"C4 Cactus";"";"";"";"";"";"";"";14;101;"";"";"";30;"";"";"";14;60;"";"";31;"";"";"";"";27;"";22;"";"";"";"";"";"";
"Segmento B Tout-terrain";"HYU_OTH";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HYU_OTH";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";50;42;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HYU_OTH";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HYUN_CRE";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"HYUN_CRE";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8;"";"";"";"";"";35;"";"";
"Segmento B Tout-terrain";"IDEA";"2008";"";20;"";"";"";"";"";"";"";"";16;"";"";80;"";11;23;75;"";13;162;31;"";"";23;"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"IDEA";"Aircross";"";"";"";"";"";"";"";9;"";"";21;43;15;20;46;"";28;104;"";50;68;121;"";"";"";"";"";14;"";27;"";"";"";8;
"Segmento B Tout-terrain";"IDEA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";54;"";"";"";"";10;"";54;"";"";13;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JAC_J2";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";47;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JAC_J3";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";18;11;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JAC_J3";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";79;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JAC_J6";"2008";"";"";"";"";"";"";"";"";"";"";"";"";111;"";5;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JAC_J6";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JAC_OTH";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";23;"";"";"";"";"";"";
"Segmento B Tout-terrain";"JEE_OTH";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";30;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JEE_OTH";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";57;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JETTA";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";93;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JETTA";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JETTA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8;"";"";"";"";40;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JIMNY";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"JOURNEY";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";61;"";"";"";"";16;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"KA";"2008";"";"";"";"";"";"";"";"";"";"";"";40;19;9;83;19;"";"";"";"";36;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"KA";"Aircross";8;"";"";"";"";"";"";"";"";"";"";"";"";"";23;"";"";"";"";"";43;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"KA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";44;6;"";65;16;"";"";"";"";"";39;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"KA+";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";57;"";"";26;"";49;"";79;"";"";"";6;"";"";"";"";"";
"Segmento B Tout-terrain";"KA+";"Aircross";"";"";"";"";"";"";"";"";"";"";13;"";"";"";62;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"KA+";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";33;"";"";"";"";4;"";"";"";"";"";19;"";"";"";"";9;"";"";"";"";"";"";
"Segmento B Tout-terrain";"KANGOO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"KICKS";"2008";"";"";"";"";"";"";"";"";"";"";"";"";3;"";"";"";"";"";"";"";"";"";"";"";"";"";8;"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"KICKS";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";37;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"KICKS";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";147;"";"";"";"";"";"";"";54;"";"";"";"";57;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"KWID";"2008";"";"";"";"";"";"";"";"";"";"";"";"";23;"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"KWID";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15;"";"";"";"";"";"";
"Segmento B Tout-terrain";"L200";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";88;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"LINEA";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26;"";"";46;"";"";"";"";"";
"Segmento B Tout-terrain";"LINEA";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";32;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"LINEA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";30;"";"";"";"";3;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"LIVINA";"2008";"";7;"";"";"";"";"";"";"";"";"";"";85;46;"";103;"";19;"";43;12;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"LIVINA";"Aircross";"";"";"";"";"";"";"";"";"";"";"";25;"";"";36;"";"";"";"";"";"";"";"";"";4;"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"LIVINA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;"";"";47;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"LOGAN";"2008";"";"";"";"";"";"";"";"";"";"";"";101;"";25;"";28;"";42;"";15;"";"";40;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"LOGAN";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";84;"";100;"";22;"";"";74;"";"";"";"";"";188;11;"";"";"";"";"";"";
"Segmento B Tout-terrain";"LOGAN";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";50;"";19;87;213;"";"";"";"";"";"";"";53;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"LOUNGE";"2008";"";"";"";"";"";"";"";"";"";"";"";"";30;"";"";"";7;36;"";"";"";"";14;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"LOUNGE";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";38;"";"";"";"";"";"";"";"";"";"";"";"";42;
"Segmento B Tout-terrain";"LOUNGE";"C4 Cactus";"";"";"";"";"";"";"";"";72;"";27;120;33;378;20;209;18;278;"";53;62;61;245;"";31;21;"";231;"";"";"";98;"";"";
"Segmento B Tout-terrain";"MARCH";"2008";"";"";"";"";"";"";"";"";"";"";"";157;"";"";32;"";54;"";"";"";"";"";38;"";"";53;"";7;"";"";"";"";"";"";
"Segmento B Tout-terrain";"MARCH";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";23;58;"";"";"";"";"";"";"";123;16;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MARCH";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";83;"";"";"";25;62;9;"";"";"";"";"";"";"";"";"";"";"";"";31;"";"";"";
"Segmento B Tout-terrain";"MEGANE";"2008";"";"";"";"";"";"";"";"";"";"";"";23;"";"";21;233;"";105;"";"";11;"";"";"";"";47;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MEGANE";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";62;"";8;"";41;"";"";"";"";70;"";"";"";"";"";"";40;"";"";"";"";"";"";
"Segmento B Tout-terrain";"MER_A";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";50;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MER_B";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";106;"";"";"";16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MER_C";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MER_GLA";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";67;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MER_OTH";"2008";"";"";"";"";"";"";"";"";"";"";"";37;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MER_OTH";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";144;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MERIVA";"2008";"";"";"";"";"";"";"";"";"";"";"";87;"";"";"";29;"";"";"";31;15;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MERIVA";"Aircross";"";"";"";"";"";"";"";"";"";"";"";15;"";"";"";6;"";147;"";"";161;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MERIVA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";84;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MILLE";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";38;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MIN_3H";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27;"";22;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MIT_ASX";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";42;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MIT_ASX";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";8;32;25;"";"";21;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MIT_OTH";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MIT_OTH";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";25;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MLANCER";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";46;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MLANCER";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";44;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MOHAVE";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MONTANA";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";10;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MONTANA";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";13;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"MONTANA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";57;"";"";
"Segmento B Tout-terrain";"MURANO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"NIS_OTH";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"ONIX";"2008";"";"";"";"";"";"";"";"";"";"";"";124;"";160;"";73;79;62;"";20;65;26;"";"";92;154;"";6;"";"";5;"";"";"";
"Segmento B Tout-terrain";"ONIX";"Aircross";"";"";"";"";"";"";"";"";65;"";22;"";191;194;11;43;"";"";"";"";31;"";15;"";"";79;14;"";"";6;"";"";"";"";
"Segmento B Tout-terrain";"ONIX";"C4 Cactus";"";"";"";"";"";"";"";26;112;"";23;"";16;80;104;112;"";7;"";4;57;"";9;"";17;81;13;16;"";"";"";"";"";"";
"Segmento B Tout-terrain";"ONIXACT";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";85;"";"";"";"";"";"";"";"";35;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"OPTIMA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";17;"";"";"";"";"";"";
"Segmento B Tout-terrain";"OTHER";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";82;"";"";"";"";38;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"OTHER";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";78;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"OTHER";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";34;"";"";"";"";"";"";"";"";"";"";31;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"OUTLAND";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"OUTLAND";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"P_NEWADV";"2008";"";"";"";"";29;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"P_NEWADV";"Aircross";"";"";"";"";"";"";"";"";"";"";"";28;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PAJERO";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";20;"";"";"";"";"";25;16;"";"";"";45;99;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PAJERO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";37;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PAJERO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";5;32;31;"";41;"";"";"";"";"";"";"";"";"";19;"";"";"";"";"";"";
"Segmento B Tout-terrain";"PALIO";"2008";"";"";"";"";"";"";"";"";44;"";"";"";35;52;36;16;88;41;"";11;44;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PALIO";"Aircross";"";"";"";"";"";"";"";"";"";"";176;"";"";24;"";8;"";"";"";"";"";"";4;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PALIO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";249;"";18;"";"";"";21;"";"";"";"";21;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PALIOADV";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";10;25;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PALIOADV";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";33;"";32;"";"";"";"";"";"";"";"";"";"";"";"";"";31;"";"";"";"";
"Segmento B Tout-terrain";"PALION";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";72;"";"";"";"";35;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PALION";"Aircross";"";"";25;"";"";"";"";"";"";"";"";"";"";"";"";"";8;"";"";"";"";"";36;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PALION";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PALLAS";"2008";"";"";5;"";"";"";"";"";"";"";"";"";"";"";"";"";"";8;"";"";"";"";3;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PALLAS";"Aircross";"";"";"";"";"";"";"";"";"";"";"";70;"";"";"";"";"";"";"";14;"";"";"";"";"";78;12;23;"";65;"";"";"";"";
"Segmento B Tout-terrain";"PALLAS";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";41;"";"";5;"";"";"";"";77;"";30;"";"";86;"";7;"";"";18;23;"";"";
"Segmento B Tout-terrain";"PARATI";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PASSAT";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";17;"";"";
"Segmento B Tout-terrain";"PASSAT";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_2008";"2008";"";"";211;"";"";"";"";"";"";"";21;13;129;129;188;26;9;283;"";117;290;3;123;"";6;186;89;159;"";27;"";106;"";8;
"Segmento B Tout-terrain";"PEU_2008";"Aircross";"";"";"";"";"";"";"";"";"";59;"";"";"";"";"";"";"";"";"";"";"";10;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_2008";"C4 Cactus";"";"";"";"";"";66;"";"";"";"";"";"";"";35;"";219;128;"";"";35;178;8;29;"";"";23;15;49;"";"";"";"";"";10;
"Segmento B Tout-terrain";"PEU_206";"2008";"";146;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;35;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_206";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";87;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_207";"2008";"";"";63;"";"";"";"";"";71;"";"";131;197;156;121;357;45;23;"";87;68;"";"";"";"";83;"";12;"";51;"";"";"";"";
